N,DEPARTAMENTO,MUNICIPIO,ZZ,PP,PUESTO,MESA,COD CAN,CANDIDATO,POTENCIAL,% Partic. Mesa PRE,Votos Mesa PRE,Votos Mesa ESC,Votos Cand. PRE,Votos Cand. ESC,Dif. Cand. Neta,% Cand. Mesa PRE,% Cand. Mesa ESC,% Cand. Mun PRE,% Cand. Mun ESC,Dif. % Mesa-Mun PRE,Dif. % Mesa-Mun ESC,Var. Súbita PRE,Var. Súbita ESC,Concent. Cand. PRE,Concent. Cand. ESC,Diferencias Mesa (-),Diferencias Mesa (+),Dif. Mesa Neta,En términos,Estado del sobre,Excluida,Firmas Jurados,Recontada Comisión,Recontada Jurados,Sufragantes E11 según E14,Sufragantes según E11,Tacahaduras y/o Enmendaduras,Total Votos E14,Votos Urna,Votos Incinerados
5325,16 BOGOTA D.C.,001-BOGOTA. D.C.,7.0,46,CEDID SAN PABLO,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.72,305.0,305.0,86.0,86.0,0.0,28.2,28.2,37.37,37.64,-9.18,-9.44,1. Baja,1. Baja,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,305.0,305.0,NO,305.0,305.0,0.0
5326,16 BOGOTA D.C.,001-BOGOTA. D.C.,7.0,78,VILLAS DEL PROGRESO PRIMERA INFANCIA,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,91.39,329.0,329.0,86.0,86.0,0.0,26.14,26.14,37.37,37.64,-11.23,-11.5,2. Media,2. Media,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,329.0,329.0,NO,329.0,329.0,0.0
5327,16 BOGOTA D.C.,001-BOGOTA. D.C.,8.0,A5,SALON COMUNAL ANDALUCIA II SECTOR,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,88.33,318.0,318.0,86.0,86.0,0.0,27.04,27.04,37.37,37.64,-10.33,-10.6,2. Media,2. Media,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,318.0,318.0,NO,318.0,318.0,0.0
5328,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,72,PARIS GAITAN,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.44,304.0,304.0,86.0,86.0,0.0,28.29,28.29,37.37,37.64,-9.08,-9.35,1. Baja,1. Baja,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,304.0,304.0,NO,304.0,304.0,0.0
5329,23 NARIÑO,001-PASTO,90.0,01,IEM SAN JUAN BOSCO,5.0,4.0,ABELARDO DE LA ESPRIELLA,800.0,49.0,392.0,392.0,86.0,86.0,0.0,21.94,21.94,22.91,23.12,-0.97,-1.18,0. Mínima,0. Mínima,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,392.0,392.0,NO,392.0,392.0,0.0
5330,31 VALLE,031-CANDELARIA,99.0,23,JUANCHITO CIUDAD DEL VALLE,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.83,309.0,309.0,86.0,86.0,0.0,27.83,27.83,21.5,21.37,6.34,6.46,1. Baja,1. Baja,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,309.0,309.0,NO,309.0,309.0,0.0
5331,01 ANTIOQUIA,001-MEDELLIN,99.0,B4,I.E. PRESBITERO JUAN J. ESCOBAR,7.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.11,310.0,210.0,85.0,85.0,0.0,27.42,40.48,54.5,54.73,-27.08,-14.25,4. Muy Alta,2. Media,0. Baja,1. Normal,-100.0,0.0,-100.0,SI,BUENO,NO,6.0,NO,NO,210.0,210.0,NO,210.0,210.0,0.0
5332,11 CAUCA,001-POPAYAN,1.0,03,ESCUELA DE YANACONAS,4.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.89,302.0,302.0,85.0,85.0,0.0,28.15,28.15,26.33,26.59,1.82,1.55,0. Mínima,0. Mínima,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,302.0,302.0,NO,302.0,302.0,0.0
5333,15 CUNDINAMARCA,169-MOSQUERA,2.0,08,CC ECOPLAZA,12.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.56,308.0,308.0,85.0,85.0,0.0,27.6,27.6,38.95,39.28,-11.35,-11.69,2. Media,2. Media,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,308.0,308.0,NO,308.0,308.0,0.0
5334,15 CUNDINAMARCA,247-SOACHA,2.0,10,I.E. VIDA NUEVA,4.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.44,304.0,305.0,85.0,85.0,0.0,27.96,27.87,28.04,28.39,-0.08,-0.52,0. Mínima,0. Mínima,0. Baja,0. Baja,0.0,1.0,1.0,SI,BUENO,NO,6.0,NO,NO,305.0,305.0,NO,305.0,305.0,0.0
5335,15 CUNDINAMARCA,340-ZIPAQUIRA,1.0,03,ESCUELA QUEVEDO Z,18.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.11,310.0,310.0,85.0,85.0,0.0,27.42,27.42,34.3,34.02,-6.88,-6.6,1. Baja,1. Baja,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,310.0,310.0,NO,310.0,310.0,0.0
5336,16 BOGOTA D.C.,001-BOGOTA. D.C.,2.0,25,UNIVERSIDAD DE LA SALLE,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.33,300.0,300.0,85.0,85.0,0.0,28.33,28.33,37.37,37.64,-9.04,-9.31,1. Baja,1. Baja,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,300.0,300.0,NO,300.0,300.0,0.0
5337,16 BOGOTA D.C.,001-BOGOTA. D.C.,2.0,31,UNIVERSIDAD JAVERIANA,9.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.61,301.0,301.0,85.0,85.0,0.0,28.24,28.24,37.37,37.64,-9.13,-9.4,1. Baja,1. Baja,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,301.0,301.0,NO,301.0,301.0,0.0
5338,16 BOGOTA D.C.,001-BOGOTA. D.C.,3.0,18,COLEGIO LA GIRALDA,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.33,300.0,300.0,85.0,85.0,0.0,28.33,28.33,37.37,37.64,-9.04,-9.31,1. Baja,1. Baja,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,300.0,300.0,NO,300.0,300.0,0.0
5339,16 BOGOTA D.C.,001-BOGOTA. D.C.,7.0,23,LA ESPERANZA,8.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.56,308.0,308.0,85.0,85.0,0.0,27.6,27.6,37.37,37.64,-9.78,-10.04,1. Baja,2. Media,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,309.0,309.0,NO,308.0,308.0,0.0
5340,16 BOGOTA D.C.,001-BOGOTA. D.C.,7.0,26,ATALAYAS,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.0,306.0,306.0,85.0,85.0,0.0,27.78,27.78,37.37,37.64,-9.59,-9.86,1. Baja,1. Baja,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,306.0,306.0,NO,306.0,306.0,0.0
5341,16 BOGOTA D.C.,001-BOGOTA. D.C.,7.0,80,JUMBO AUTOPISTA SUR,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.94,313.0,313.0,85.0,85.0,0.0,27.16,27.16,37.37,37.64,-10.22,-10.48,2. Media,2. Media,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,313.0,313.0,NO,313.0,313.0,0.0
5342,16 BOGOTA D.C.,001-BOGOTA. D.C.,8.0,A4,COLEGIO EMMA REYES IED,7.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,89.72,323.0,318.0,85.0,85.0,0.0,26.32,26.73,37.37,37.64,-11.06,-10.91,2. Media,2. Media,0. Baja,0. Baja,-5.0,0.0,-5.0,SI,BUENO,NO,6.0,NO,NO,318.0,318.0,NO,318.0,318.0,0.0
5343,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,60,SALON COMUNAL ALAMOS,7.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.72,305.0,305.0,85.0,85.0,0.0,27.87,27.87,37.37,37.64,-9.5,-9.77,1. Baja,1. Baja,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,305.0,305.0,NO,305.0,305.0,0.0
5344,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,63,CENTRO EDUCATIVO SCALAS,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.17,303.0,303.0,85.0,85.0,0.0,28.05,28.05,37.37,37.64,-9.32,-9.59,1. Baja,1. Baja,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,303.0,303.0,NO,303.0,303.0,0.0
5345,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,85,MIRANDELA - NUEVA ZELANDIA,12.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.17,303.0,303.0,85.0,85.0,0.0,28.05,28.05,37.37,37.64,-9.32,-9.59,1. Baja,1. Baja,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,303.0,303.0,NO,303.0,303.0,0.0
5346,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,B6,SALÓN COMUNAL VILLA HERMOSA,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.61,301.0,301.0,85.0,85.0,0.0,28.24,28.24,37.37,37.64,-9.13,-9.4,1. Baja,1. Baja,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,301.0,301.0,NO,301.0,301.0,0.0
5347,16 BOGOTA D.C.,001-BOGOTA. D.C.,16.0,39,LOS ANGELES,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.33,300.0,300.0,85.0,85.0,0.0,28.33,28.33,37.37,37.64,-9.04,-9.31,1. Baja,1. Baja,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,300.0,300.0,NO,300.0,300.0,0.0
5348,31 VALLE,031-CANDELARIA,99.0,23,JUANCHITO CIUDAD DEL VALLE,4.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,88.89,320.0,320.0,85.0,85.0,0.0,26.56,26.56,21.5,21.37,5.07,5.19,1. Baja,1. Baja,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,320.0,320.0,NO,320.0,320.0,0.0
5349,31 VALLE,031-CANDELARIA,99.0,23,JUANCHITO CIUDAD DEL VALLE,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.67,312.0,312.0,85.0,85.0,0.0,27.24,27.24,21.5,21.37,5.75,5.87,1. Baja,1. Baja,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,312.0,312.0,NO,312.0,312.0,0.0
5350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5351,11 CAUCA,001-POPAYAN,7.0,02,INST EDUC JOHN F. KENNEDY,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.33,300.0,300.0,84.0,84.0,0.0,28.0,28.0,26.33,26.59,1.67,1.41,0. Mínima,0. Mínima,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,300.0,300.0,NO,300.0,300.0,0.0
5352,15 CUNDINAMARCA,160-MADRID,1.0,08,JARDIN INFANTIL CAMPO DE ILUSIONES,4.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,88.61,319.0,319.0,84.0,84.0,0.0,26.33,26.33,35.43,34.67,-9.1,-8.34,1. Baja,1. Baja,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,319.0,319.0,NO,319.0,319.0,0.0
5353,15 CUNDINAMARCA,247-SOACHA,3.0,07,I.E. LEON XIII - CHILOE,16.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.72,305.0,305.0,84.0,84.0,0.0,27.54,27.54,28.04,28.39,-0.5,-0.85,0. Mínima,0. Mínima,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,306.0,306.0,NO,305.0,305.0,0.0
5354,16 BOGOTA D.C.,001-BOGOTA. D.C.,4.0,37,LA GLORIA- ESCUELA ALTAMIRA,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,87.22,314.0,314.0,84.0,84.0,0.0,26.75,26.75,37.37,37.64,-10.62,-10.89,2. Media,2. Media,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,314.0,314.0,NO,314.0,314.0,0.0
5355,16 BOGOTA D.C.,001-BOGOTA. D.C.,7.0,71,BICENTENARIO DE LA INDEPENDENCIA,2.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.17,303.0,303.0,84.0,84.0,0.0,27.72,27.72,37.37,37.64,-9.65,-9.92,1. Baja,1. Baja,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,303.0,303.0,NO,303.0,304.0,1.0
5356,16 BOGOTA D.C.,001-BOGOTA. D.C.,8.0,A3,ESC.TECNOLOGICA INST. TECNICO CENTRAL,16.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,87.22,314.0,314.0,84.0,84.0,0.0,26.75,26.75,37.37,37.64,-10.62,-10.89,2. Media,2. Media,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,314.0,314.0,NO,314.0,314.0,0.0
5357,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,68,MARGARITA BOSCO,11.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.94,313.0,313.0,84.0,84.0,0.0,26.84,26.84,37.37,37.64,-10.54,-10.8,2. Media,2. Media,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,313.0,313.0,NO,313.0,313.0,0.0
5358,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,95,SALON COMUNAL VILLAS DE GRANADA,16.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,90.0,324.0,324.0,84.0,84.0,0.0,25.93,25.93,37.37,37.64,-11.45,-11.71,2. Media,2. Media,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,324.0,324.0,NO,324.0,324.0,0.0
5359,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,66,FILARMONICO JORGE MARIO BERGOGLIO - IED,13.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.28,307.0,307.0,84.0,84.0,0.0,27.36,27.36,37.37,37.64,-10.01,-10.28,2. Media,2. Media,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,307.0,307.0,NO,307.0,307.0,0.0
5360,23 NARIÑO,001-PASTO,90.0,01,IEM SAN JUAN BOSCO,1.0,4.0,ABELARDO DE LA ESPRIELLA,800.0,44.5,356.0,356.0,84.0,84.0,0.0,23.6,23.6,22.91,23.12,0.69,0.48,0. Mínima,0. Mínima,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,356.0,356.0,NO,356.0,356.0,0.0
5361,01 ANTIOQUIA,001-MEDELLIN,99.0,B3,IE LUSITANIA,26.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,90.56,326.0,226.0,83.0,83.0,0.0,25.46,36.73,54.5,54.73,-29.04,-18.0,4. Muy Alta,3. Alta,0. Baja,1. Normal,-100.0,0.0,-100.0,SI,BUENO,NO,6.0,NO,NO,226.0,226.0,NO,226.0,226.0,0.0
5362,15 CUNDINAMARCA,247-SOACHA,2.0,08,UNIVER. DE CUNDINAMARCA EXTENSION SOACHA,4.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.33,300.0,300.0,83.0,83.0,0.0,27.67,27.67,28.04,28.39,-0.37,-0.72,0. Mínima,0. Mínima,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,300.0,300.0,NO,300.0,300.0,0.0
5363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5364,16 BOGOTA D.C.,001-BOGOTA. D.C.,4.0,44,LA BELLEZA,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.61,301.0,301.0,83.0,83.0,0.0,27.57,27.57,37.37,37.64,-9.8,-10.06,1. Baja,2. Media,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,301.0,301.0,NO,301.0,301.0,0.0
5365,16 BOGOTA D.C.,001-BOGOTA. D.C.,7.0,23,LA ESPERANZA,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.33,300.0,300.0,83.0,83.0,0.0,27.67,27.67,37.37,37.64,-9.71,-9.97,1. Baja,1. Baja,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,300.0,300.0,NO,300.0,300.0,0.0
5366,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,81,PARQUE SAN ANDRES,15.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.89,302.0,302.0,83.0,83.0,0.0,27.48,27.48,37.37,37.64,-9.89,-10.16,1. Baja,2. Media,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,302.0,302.0,NO,302.0,302.0,0.0
5367,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,84,BOSQUES DE MARIANA,7.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.61,301.0,301.0,83.0,83.0,0.0,27.57,27.57,37.37,37.64,-9.8,-10.06,1. Baja,2. Media,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,301.0,301.0,NO,301.0,301.0,0.0
5368,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,95,SALON COMUNAL VILLAS DE GRANADA,11.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,89.72,323.0,323.0,83.0,83.0,0.0,25.7,25.7,37.37,37.64,-11.68,-11.94,2. Media,2. Media,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,323.0,323.0,NO,323.0,323.0,0.0
5369,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,98,COLEGIO DISTRITAL RODOLFO LLINAS SEDE B,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,89.17,321.0,321.0,83.0,83.0,0.0,25.86,25.86,37.37,37.64,-11.52,-11.78,2. Media,2. Media,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,321.0,321.0,NO,321.0,321.0,0.0
5370,23 NARIÑO,001-PASTO,90.0,01,IEM SAN JUAN BOSCO,6.0,4.0,ABELARDO DE LA ESPRIELLA,800.0,47.38,379.0,379.0,83.0,83.0,0.0,21.9,21.9,22.91,23.12,-1.01,-1.22,0. Mínima,0. Mínima,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,379.0,379.0,NO,379.0,379.0,0.0
5371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5372,09 CALDAS,001-MANIZALES,9.0,08,COLISEO MENOR RAMON MARIN VARGAS,4.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.28,307.0,307.0,82.0,82.0,0.0,26.71,26.71,41.98,41.97,-15.27,-15.26,3. Alta,3. Alta,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,307.0,307.0,NO,307.0,307.0,0.0
5373,16 BOGOTA D.C.,001-BOGOTA. D.C.,4.0,46,SALON COMUNAL LA ROCA,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,87.78,316.0,316.0,82.0,82.0,0.0,25.95,25.95,37.37,37.64,-11.42,-11.69,2. Media,2. Media,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,316.0,316.0,NO,316.0,316.0,0.0
5374,16 BOGOTA D.C.,001-BOGOTA. D.C.,4.0,50,MORALBA,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.67,312.0,312.0,82.0,82.0,0.0,26.28,26.28,37.37,37.64,-11.09,-11.36,2. Media,2. Media,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,SI,312.0,312.0,NO,312.0,312.0,0.0
5375,16 BOGOTA D.C.,001-BOGOTA. D.C.,6.0,31,INSTITUTO TECNICO PILOTO SEDE C,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.33,300.0,300.0,82.0,82.0,0.0,27.33,27.33,37.37,37.64,-10.04,-10.31,2. Media,2. Media,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,300.0,300.0,NO,300.0,300.0,0.0
5376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5377,16 BOGOTA D.C.,001-BOGOTA. D.C.,7.0,70,PARQUES DE BOGOTA,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,90.56,326.0,326.0,82.0,82.0,0.0,25.15,25.15,37.37,37.64,-12.22,-12.49,2. Media,2. Media,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,326.0,326.0,NO,326.0,326.0,0.0
5378,16 BOGOTA D.C.,001-BOGOTA. D.C.,8.0,A4,COLEGIO EMMA REYES IED,8.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,88.33,318.0,318.0,82.0,82.0,0.0,25.79,25.79,37.37,37.64,-11.59,-11.85,2. Media,2. Media,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,318.0,318.0,NO,318.0,318.0,0.0
5379,16 BOGOTA D.C.,001-BOGOTA. D.C.,10.0,82,SALON COMUNAL EL VERDUM,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.39,311.0,311.0,82.0,82.0,0.0,26.37,26.37,37.37,37.64,-11.01,-11.27,2. Media,2. Media,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,311.0,311.0,NO,311.0,311.0,0.0
5380,31 VALLE,031-CANDELARIA,99.0,25,JUANCHITO - ATANASIO GIRARDOT COLEGIO 10,1.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,85.83,309.0,309.0,82.0,82.0,0.0,26.54,26.54,21.5,21.37,5.04,5.17,1. Baja,1. Baja,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,5.0,NO,NO,309.0,309.0,NO,309.0,309.0,0.0
5381,11 CAUCA,001-POPAYAN,2.0,01,INST EDUC BICENTENARIO,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.39,311.0,311.0,81.0,81.0,0.0,26.05,26.05,26.33,26.59,-0.28,-0.55,0. Mínima,0. Mínima,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,311.0,311.0,NO,311.0,311.0,0.0
5382,15 CUNDINAMARCA,247-SOACHA,2.0,15,CENTRO DEPORTIVO PARQUE DE LOS LOCOS,4.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,88.89,320.0,320.0,81.0,81.0,0.0,25.31,25.31,28.04,28.39,-2.73,-3.08,0. Mínima,0. Mínima,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,320.0,320.0,NO,320.0,320.0,0.0
5383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5384,16 BOGOTA D.C.,001-BOGOTA. D.C.,7.0,66,SOLEDAD ACOSTA DE SAMPER,4.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,88.06,317.0,317.0,81.0,81.0,0.0,25.55,25.55,37.37,37.64,-11.82,-12.09,2. Media,2. Media,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,317.0,317.0,NO,317.0,317.0,0.0
5385,16 BOGOTA D.C.,001-BOGOTA. D.C.,7.0,70,PARQUES DE BOGOTA,6.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,89.17,321.0,321.0,81.0,81.0,0.0,25.23,25.23,37.37,37.64,-12.14,-12.41,2. Media,2. Media,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,321.0,321.0,NO,321.0,321.0,0.0
5386,16 BOGOTA D.C.,001-BOGOTA. D.C.,11.0,70,COLEGIO MAXIMINO POITIERS,16.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,84.44,304.0,304.0,81.0,81.0,0.0,26.64,26.64,37.37,37.64,-10.73,-10.99,2. Media,2. Media,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,304.0,304.0,NO,304.0,304.0,0.0
5387,16 BOGOTA D.C.,001-BOGOTA. D.C.,13.0,33,UNIV ANTONIO NARIÑO TEUSAQUILLO,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,89.72,323.0,323.0,81.0,81.0,0.0,25.08,25.08,37.37,37.64,-12.3,-12.56,2. Media,2. Media,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,323.0,323.0,NO,323.0,323.0,0.0
5388,16 BOGOTA D.C.,001-BOGOTA. D.C.,18.0,47,MARIA CANO,3.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.33,300.0,300.0,81.0,81.0,0.0,27.0,27.0,37.37,37.64,-10.37,-10.64,2. Media,2. Media,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,300.0,300.0,NO,300.0,300.0,0.0
5389,23 NARIÑO,001-PASTO,4.0,01,LICEO JOSE FELIX JIMENEZ,5.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,86.39,311.0,311.0,81.0,81.0,0.0,26.05,26.05,22.91,23.12,3.13,2.93,0. Mínima,0. Mínima,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,311.0,311.0,NO,311.0,311.0,0.0
5390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5393,11 CAUCA,076-SANTANDER DE QUILICHAO,90.0,01,INSTITUTO TECNICO,2.0,4.0,ABELARDO DE LA ESPRIELLA,500.0,65.4,327.0,327.0,80.0,80.0,0.0,24.46,24.46,22.48,22.55,1.99,1.92,0. Mínima,0. Mínima,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,327.0,327.0,NO,327.0,327.0,0.0
5394,15 CUNDINAMARCA,247-SOACHA,3.0,07,I.E. LEON XIII - CHILOE,12.0,4.0,ABELARDO DE LA ESPRIELLA,360.0,83.89,302.0,302.0,80.0,80.0,0.0,26.49,26.49,28.04,28.39,-1.55,-1.9,0. Mínima,0. Mínima,0. Baja,0. Baja,0.0,0.0,0.0,SI,BUENO,NO,6.0,NO,NO,302.0,302.0,NO,302.0,302.0,0.0
